"county","speciesName","n"
"Adams","Acalypha rhomboidea",1
"Adams","Acer nigrum",1
"Adams","Acer saccharinum",1
"Adams","Acer saccharum",1
"Adams","Achillea millefolium",1
"Adams","Adiantum pedatum",1
"Adams","Aesculus glabra",1
"Adams","Agastache nepetoides",1
"Adams","Ageratina altissima",1
"Adams","Agrimonia rostellata",1
"Adams","Agrostis hyemalis",1
"Adams","Agrostis perennans",1
"Adams","Alisma subcordatum",1
"Adams","Allium canadense",1
"Adams","Amphicarpaea bracteata",1
"Adams","Anemone canadensis",1
"Adams","Anemone virginiana",1
"Adams","Antennaria parlinii",2
"Adams","Apocynum androsaemifolium",1
"Adams","Apocynum cannabinum",1
"Adams","Arisaema dracontium",1
"Adams","Arisaema triphyllum",3
"Adams","Asarum canadense",1
"Adams","Asimina triloba",1
"Adams","Athyrium filix-femina",1
"Adams","Bidens connata",1
"Adams","Bidens discoidea",1
"Adams","Bidens tripartita",1
"Adams","Bidens vulgata",1
"Adams","Blephilia hirsuta",1
"Adams","Brachyelytrum erectum",1
"Adams","Bromus latiglumis",1
"Adams","Bromus pubescens",1
"Adams","Calystegia silvatica",1
"Adams","Campanulastrum americanum",1
"Adams","Cardamine bulbosa",1
"Adams","Cardamine concatenata",1
"Adams","Carex bromoides",1
"Adams","Carex cristatella",1
"Adams","Carex crus-corvi",1
"Adams","Carex davisii",1
"Adams","Carex echinodes",1
"Adams","Carex gracilescens",1
"Adams","Carex gracillima",1
"Adams","Carex grayi",1
"Adams","Carex hirtifolia",1
"Adams","Carex hyalinolepis",1
"Adams","Carex leavenworthii",1
"Adams","Carex lupulina",1
"Adams","Carex muskingumensis",1
"Adams","Carex normalis",1
"Adams","Carex radiata",1
"Adams","Carex shortiana",1
"Adams","Carex sparganioides",1
"Adams","Carex squarrosa",1
"Adams","Carex stipata",1
"Adams","Carex tribuloides",1
"Adams","Carex tuckermanii",1
"Adams","Carex vulpinoidea",1
"Adams","Carpinus caroliniana",1
"Adams","Carya glabra",1
"Adams","Celastrus scandens",1
"Adams","Cephalanthus occidentalis",1
"Adams","Cercis canadensis",1
"Adams","Chaerophyllum procumbens",1
"Adams","Chelone glabra",1
"Adams","Cicuta maculata",1
"Adams","Cinna arundinacea",1
"Adams","Circaea canadensis",1
"Adams","Claytonia virginica",1
"Adams","Comandra umbellata",1
"Adams","Conyza canadensis",1
"Adams","Cornus drummondii",1
"Adams","Cornus obliqua",1
"Adams","Cornus racemosa",1
"Adams","Crataegus mollis",1
"Adams","Crataegus pruinosa",2
"Adams","Cryptotaenia canadensis",1
"Adams","Cuscuta cephalanthi",1
"Adams","Cuscuta gronovii",1
"Adams","Cyperus esculentus",1
"Adams","Cyperus odoratus",1
"Adams","Cystopteris protrusa",1
"Adams","Danthonia spicata",1
"Adams","Diarrhena obovata",1
"Adams","Dicentra cucullaria",1
"Adams","Dichanthelium acuminatum",2
"Adams","Dichanthelium latifolium",1
"Adams","Dryopteris carthusiana",1
"Adams","Eleocharis obtusa",1
"Adams","Elymus hystrix",1
"Adams","Elymus villosus",2
"Adams","Elymus virginicus",3
"Adams","Endodeca serpentaria",1
"Adams","Epifagus virginiana",1
"Adams","Erigenia bulbosa",1
"Adams","Erigeron annuus",1
"Adams","Erigeron philadelphicus",1
"Adams","Euonymus atropurpureus",1
"Adams","Euonymus obovatus",1
"Adams","Eupatorium serotinum",1
"Adams","Euphorbia nutans",1
"Adams","Euthamia graminifolia",1
"Adams","Eutrochium purpureum",2
"Adams","Fagus grandifolia",1
"Adams","Fallopia scandens",1
"Adams","Festuca subverticillata",2
"Adams","Floerkea proserpinacoides",1
"Adams","Fraxinus americana",1
"Adams","Fraxinus pennsylvanica",1
"Adams","Fraxinus profunda",1
"Adams","Galium circaezans",1
"Adams","Galium concinnum",1
"Adams","Galium obtusum",1
"Adams","Galium triflorum",1
"Adams","Geranium maculatum",1
"Adams","Geum canadense",1
"Adams","Geum laciniatum",1
"Adams","Geum vernum",1
"Adams","Gleditsia triacanthos",1
"Adams","Glyceria septentrionalis",1
"Adams","Glyceria striata",1
"Adams","Gratiola neglecta",1
"Adams","Gymnocladus dioicus",1
"Adams","Hedeoma pulegioides",1
"Adams","Helenium autumnale",1
"Adams","Helianthus decapetalus",1
"Adams","Helianthus tuberosus",1
"Adams","Heliopsis helianthoides",1
"Adams","Heuchera americana",1
"Adams","Hibiscus laevis",1
"Adams","Hordeum jubatum",1
"Adams","Hydrastis canadensis",1
"Adams","Hydrophyllum macrophyllum",1
"Adams","Hydrophyllum virginianum",1
"Adams","Hylodesmum glutinosum",1
"Adams","Hylodesmum nudiflorum",1
"Adams","Hypericum sphaerocarpum",1
"Adams","Ilex verticillata",1
"Adams","Impatiens capensis",1
"Adams","Iris virginica",1
"Adams","Juncus tenuis",1
"Adams","Lactuca canadensis",1
"Adams","Lactuca floridana",1
"Adams","Laportea canadensis",1
"Adams","Leersia oryzoides",1
"Adams","Leersia virginica",1
"Adams","Lespedeza frutescens",1
"Adams","Lilium michiganense",1
"Adams","Lindera benzoin",1
"Adams","Lindernia dubia",1
"Adams","Lobelia siphilitica",1
"Adams","Lonicera dioica",1
"Adams","Luzula echinata",1
"Adams","Lycopus rubellus",1
"Adams","Lysimachia ciliata",2
"Adams","Maianthemum racemosum",1
"Adams","Malus coronaria",1
"Adams","Mentha canadensis",1
"Adams","Mitella diphylla",1
"Adams","Moehringia lateriflora",1
"Adams","Morus rubra",1
"Adams","Muhlenbergia mexicana",1
"Adams","Nyssa sylvatica",6
"Adams","Oenothera gaura",1
"Adams","Onoclea sensibilis",1
"Adams","Osmorhiza claytonii",1
"Adams","Ostrya virginiana",1
"Adams","Oxalis stricta",1
"Adams","Packera obovata",1
"Adams","Panicum dichotomiflorum",1
"Adams","Parthenocissus inserta",1
"Adams","Parthenocissus quinquefolia",1
"Adams","Penstemon calycosus",1
"Adams","Penthorum sedoides",1
"Adams","Persicaria pensylvanica",2
"Adams","Persicaria punctata",1
"Adams","Persicaria virginiana",1
"Adams","Phlox divaricata",1
"Adams","Phryma leptostachya",1
"Adams","Phyla lanceolata",1
"Adams","Physalis longifolia",1
"Adams","Physostegia virginiana",2
"Adams","Phytolacca americana",1
"Adams","Pilea pumila",1
"Adams","Plantago rugelii",1
"Adams","Poa sylvestris",1
"Adams","Podophyllum peltatum",1
"Adams","Polemonium reptans",1
"Adams","Polygonatum biflorum",1
"Adams","Polygonatum pubescens",2
"Adams","Polymnia canadensis",1
"Adams","Populus deltoides",1
"Adams","Populus heterophylla",1
"Adams","Populus tremuloides",1
"Adams","Potentilla simplex",1
"Adams","Prunus americana",3
"Adams","Prunus serotina",1
"Adams","Ptelea trifoliata",1
"Adams","Quercus imbricaria",2
"Adams","Quercus macrocarpa",1
"Adams","Quercus palustris",1
"Adams","Quercus rubra",2
"Adams","Quercus shumardii",1
"Adams","Ranunculus abortivus",1
"Adams","Ranunculus hispidus",5
"Adams","Rhus glabra",1
"Adams","Ribes americanum",1
"Adams","Ribes cynosbati",1
"Adams","Rorippa palustris",1
"Adams","Rosa carolina",5
"Adams","Rosa palustris",1
"Adams","Rosa setigera",3
"Adams","Rudbeckia hirta",1
"Adams","Rudbeckia laciniata",1
"Adams","Ruellia strepens",1
"Adams","Rumex altissimus",1
"Adams","Sagittaria brevirostra",2
"Adams","Salix amygdaloides",1
"Adams","Salix eriocephala",2
"Adams","Salix interior",1
"Adams","Sambucus canadensis",1
"Adams","Samolus parviflorus",1
"Adams","Sanguinaria canadensis",1
"Adams","Sanicula canadensis",1
"Adams","Sanicula trifoliata",1
"Adams","Scirpus georgianus",1
"Adams","Scirpus pedicellatus",1
"Adams","Scutellaria nervosa",1
"Adams","Scutellaria ovata",1
"Adams","Senna hebecarpa",1
"Adams","Silene virginica",1
"Adams","Silphium perfoliatum",1
"Adams","Solanum ptychanthum",2
"Adams","Solidago caesia",1
"Adams","Solidago canadensis",2
"Adams","Solidago flexicaulis",1
"Adams","Solidago ulmifolia",2
"Adams","Sphenopholis intermedia",1
"Adams","Spiraea alba",1
"Adams","Stachys hispida",2
"Adams","Stachys tenuifolia",1
"Adams","Staphylea trifolia",1
"Adams","Stellaria longifolia",1
"Adams","Symphyotrichum lateriflorum",3
"Adams","Symphyotrichum novae-angliae",1
"Adams","Symphyotrichum shortii",1
"Adams","Symphyotrichum urophyllum",1
"Adams","Teucrium canadense",2
"Adams","Thalictrum revolutum",1
"Adams","Thaspium chapmanii",1
"Adams","Thaspium trifoliatum",1
"Adams","Tilia americana",1
"Adams","Toxicodendron radicans",1
"Adams","Trillium flexipes",1
"Adams","Trillium sessile",1
"Adams","Triosteum aurantiacum",1
"Adams","Triosteum perfoliatum",1
"Adams","Urtica dioica",1
"Adams","Uvularia grandiflora",1
"Adams","Verbena urticifolia",1
"Adams","Verbesina alternifolia",1
"Adams","Vernonia gigantea",2
"Adams","Veronica scutellata",1
"Adams","Veronica serpyllifolia",1
"Adams","Viburnum acerifolium",1
"Adams","Viburnum prunifolium",1
"Adams","Viburnum rafinesquianum",1
"Adams","Viola pubescens",1
"Adams","Viola rostrata",1
"Adams","Viola sororia",1
"Adams","Xanthium strumarium",1
"Allen","Acalypha rhomboidea",1
"Allen","Acer negundo",1
"Allen","Acer nigrum",1
"Allen","Acer rubrum",8
"Allen","Acer saccharum",1
"Allen","Achillea millefolium",2
"Allen","Actaea pachypoda",1
"Allen","Actaea racemosa",1
"Allen","Adiantum pedatum",1
"Allen","Aesculus glabra",2
"Allen","Agalinis tenuifolia",4
"Allen","Agastache nepetoides",2
"Allen","Ageratina altissima",3
"Allen","Agrimonia gryposepala",1
"Allen","Agrimonia parviflora",1
"Allen","Agrimonia pubescens",1
"Allen","Agrimonia rostellata",3
"Allen","Agrostis perennans",1
"Allen","Agrostis scabra",1
"Allen","Allium cernuum",1
"Allen","Allium tricoccum",1
"Allen","Alopecurus aequalis",1
"Allen","Amaranthus tuberculatus",1
"Allen","Ambrosia artemisiifolia",1
"Allen","Ambrosia trifida",1
"Allen","Amphicarpaea bracteata",1
"Allen","Andromeda polifolia",1
"Allen","Andropogon gerardi",2
"Allen","Anemone acutiloba",1
"Allen","Anemone americana",1
"Allen","Anemone canadensis",1
"Allen","Anemone cylindrica",1
"Allen","Anemone quinquefolia",1
"Allen","Anemone virginiana",1
"Allen","Angelica atropurpurea",1
"Allen","Antennaria neglecta",1
"Allen","Antennaria parlinii",2
"Allen","Apios americana",1
"Allen","Apocynum androsaemifolium",2
"Allen","Apocynum cannabinum",5
"Allen","Aquilegia canadensis",1
"Allen","Aralia nudicaulis",1
"Allen","Aralia racemosa",1
"Allen","Arisaema dracontium",1
"Allen","Arisaema triphyllum",1
"Allen","Arnoglossum atriplicifolium",2
"Allen","Asarum canadense",1
"Allen","Asclepias exaltata",1
"Allen","Asclepias incarnata",1
"Allen","Asclepias purpurascens",1
"Allen","Asclepias tuberosa",2
"Allen","Asimina triloba",1
"Allen","Astragalus canadensis",1
"Allen","Athyrium filix-femina",1
"Allen","Aureolaria flava",1
"Allen","Bartonia virginica",1
"Allen","Betula alleghaniensis",7
"Allen","Betula pumila",2
"Allen","Bidens bipinnata",1
"Allen","Bidens cernua",3
"Allen","Bidens frondosa",1
"Allen","Bidens tripartita",1
"Allen","Bidens vulgata",2
"Allen","Blephilia ciliata",1
"Allen","Blephilia hirsuta",1
"Allen","Boehmeria cylindrica",2
"Allen","Bolboschoenus fluviatilis",1
"Allen","Borodinia laevigata",1
"Allen","Botrypus virginianus",1
"Allen","Bromus latiglumis",1
"Allen","Bromus nottowayanus",1
"Allen","Bromus pubescens",1
"Allen","Calamagrostis canadensis",2
"Allen","Caltha palustris",1
"Allen","Calystegia sepium",2
"Allen","Campanula aparinoides",1
"Allen","Campanulastrum americanum",1
"Allen","Campsis radicans",1
"Allen","Cardamine concatenata",1
"Allen","Cardamine douglassii",1
"Allen","Cardamine pensylvanica",1
"Allen","Carex amphibola",1
"Allen","Carex bicknellii",1
"Allen","Carex blanda",1
"Allen","Carex buxbaumii",1
"Allen","Carex cephalophora",1
"Allen","Carex comosa",1
"Allen","Carex crinita",1
"Allen","Carex cristatella",1
"Allen","Carex crus-corvi",1
"Allen","Carex davisii",1
"Allen","Carex digitalis",1
"Allen","Carex disperma",1
"Allen","Carex echinodes",1
"Allen","Carex emoryi",1
"Allen","Carex frankii",1
"Allen","Carex gracillima",1
"Allen","Carex granularis",1
"Allen","Carex grayi",1
"Allen","Carex hirtifolia",1
"Allen","Carex hyalinolepis",1
"Allen","Carex intumescens",1
"Allen","Carex jamesii",1
"Allen","Carex laxiculmis",1
"Allen","Carex lupulina",1
"Allen","Carex mesochorea",1
"Allen","Carex molesta",1
"Allen","Carex muskingumensis",1
"Allen","Carex normalis",1
"Allen","Carex pellita",1
"Allen","Carex pensylvanica",1
"Allen","Carex prasina",1
"Allen","Carex radiata",2
"Allen","Carex scoparia",1
"Allen","Carex shortiana",1
"Allen","Carex sparganioides",1
"Allen","Carex squarrosa",1
"Allen","Carex stipata",1
"Allen","Carex stricta",1
"Allen","Carex swanii",1
"Allen","Carex trichocarpa",1
"Allen","Carex tuckermanii",1
"Allen","Carex vulpinoidea",1
"Allen","Carpinus caroliniana",1
"Allen","Carya cordiformis",1
"Allen","Carya glabra",4
"Allen","Carya laciniosa",3
"Allen","Carya ovata",4
"Allen","Castilleja coccinea",1
"Allen","Caulophyllum thalictroides",1
"Allen","Ceanothus americanus",1
"Allen","Celastrus scandens",1
"Allen","Celtis occidentalis",1
"Allen","Cenchrus longispinus",2
"Allen","Cephalanthus occidentalis",2
"Allen","Cerastium fontanum",1
"Allen","Ceratophyllum demersum",1
"Allen","Cercis canadensis",1
"Allen","Chamaecrista fasciculata",1
"Allen","Chelone glabra",1
"Allen","Chelone obliqua",1
"Allen","Chenopodiastrum simplex",1
"Allen","Chenopodium berlandieri",1
"Allen","Cicuta bulbifera",1
"Allen","Cicuta maculata",1
"Allen","Cinna arundinacea",1
"Allen","Circaea alpina",1
"Allen","Circaea canadensis",1
"Allen","Cirsium altissimum",1
"Allen","Cirsium discolor",3
"Allen","Cirsium muticum",1
"Allen","Cladium mariscoides",1
"Allen","Claytonia virginica",1
"Allen","Clematis viorna",1
"Allen","Clematis virginiana",1
"Allen","Collinsonia canadensis",2
"Allen","Comandra umbellata",2
"Allen","Comarum palustre",1
"Allen","Conyza canadensis",1
"Allen","Coptis trifolia",1
"Allen","Coreopsis lanceolata",1
"Allen","Coreopsis tripteris",1
"Allen","Cornus alternifolia",1
"Allen","Cornus drummondii",1
"Allen","Cornus obliqua",4
"Allen","Cornus racemosa",4
"Allen","Cornus sericea",1
"Allen","Corylus americana",2
"Allen","Crataegus crus-galli",2
"Allen","Crataegus macrosperma",2
"Allen","Crataegus margarettae",5
"Allen","Crataegus mollis",2
"Allen","Crataegus pruinosa",4
"Allen","Crataegus punctata",6
"Allen","Crataegus succulenta",2
"Allen","Crocanthemum bicknellii",2
"Allen","Crocanthemum canadense",1
"Allen","Cryptotaenia canadensis",1
"Allen","Cuscuta cephalanthi",1
"Allen","Cuscuta gronovii",1
"Allen","Cyperus bipartitus",1
"Allen","Cyperus lupulinus",2
"Allen","Cyperus odoratus",1
"Allen","Cyperus strigosus",1
"Allen","Cypripedium acaule",1
"Allen","Cypripedium parviflorum",2
"Allen","Cystopteris protrusa",1
"Allen","Danthonia spicata",1
"Allen","Dasistoma macrophylla",1
"Allen","Decodon verticillatus",1
"Allen","Desmodium canadense",3
"Allen","Desmodium ciliare",2
"Allen","Desmodium cuspidatum",1
"Allen","Desmodium obtusum",1
"Allen","Desmodium paniculatum",2
"Allen","Desmodium perplexum",1
"Allen","Desmodium rotundifolium",1
"Allen","Desmodium sessilifolium",2
"Allen","Dichanthelium acuminatum",4
"Allen","Dichanthelium depauperatum",1
"Allen","Dichanthelium dichotomum",2
"Allen","Dichanthelium latifolium",1
"Allen","Dichanthelium linearifolium",2
"Allen","Dichanthelium oligosanthes",5
"Allen","Dichanthelium ovale",1
"Allen","Dichanthelium sphaerocarpon",5
"Allen","Dioscorea villosa",1
"Allen","Doellingeria umbellata",2
"Allen","Dryopteris carthusiana",2
"Allen","Dryopteris cristata",1
"Allen","Dulichium arundinaceum",1
"Allen","Echinochloa muricata",1
"Allen","Echinocystis lobata",1
"Allen","Eleocharis acicularis",1
"Allen","Eleocharis erythropoda",1
"Allen","Eleocharis obtusa",1
"Allen","Eleocharis quadrangulata",1
"Allen","Elymus hystrix",2
"Allen","Elymus macgregorii",1
"Allen","Elymus repens",2
"Allen","Elymus villosus",1
"Allen","Elymus virginicus",1
"Allen","Endodeca serpentaria",1
"Allen","Enemion biternatum",1
"Allen","Epilobium coloratum",2
"Allen","Epilobium leptophyllum",1
"Allen","Equisetum arvense",2
"Allen","Equisetum fluviatile",1
"Allen","Equisetum hyemale",2
"Allen","Eragrostis pectinacea",1
"Allen","Erigenia bulbosa",1
"Allen","Erigeron philadelphicus",2
"Allen","Erigeron pulchellus",1
"Allen","Erigeron strigosus",1
"Allen","Erythronium albidum",1
"Allen","Erythronium americanum",1
"Allen","Euonymus atropurpureus",1
"Allen","Euonymus obovatus",1
"Allen","Eupatorium perfoliatum",2
"Allen","Euphorbia commutata",1
"Allen","Euphorbia corollata",1
"Allen","Euphorbia maculata",1
"Allen","Euphorbia nutans",1
"Allen","Euphorbia spathulata",1
"Allen","Eurybia macrophylla",1
"Allen","Euthamia graminifolia",3
"Allen","Eutrochium maculatum",1
"Allen","Eutrochium purpureum",2
"Allen","Fagus grandifolia",1
"Allen","Fallopia scandens",2
"Allen","Festuca subverticillata",1
"Allen","Fimbristylis autumnalis",1
"Allen","Fragaria virginiana",2
"Allen","Fraxinus americana",1
"Allen","Fraxinus pennsylvanica",1
"Allen","Galium aparine",1
"Allen","Galium circaezans",1
"Allen","Galium concinnum",1
"Allen","Galium obtusum",1
"Allen","Galium pilosum",1
"Allen","Galium tinctorium",1
"Allen","Galium triflorum",1
"Allen","Gaylussacia baccata",1
"Allen","Gentiana andrewsii",1
"Allen","Gentianella quinquefolia",1
"Allen","Gentianopsis crinita",1
"Allen","Geranium maculatum",1
"Allen","Geum canadense",1
"Allen","Geum laciniatum",1
"Allen","Geum vernum",2
"Allen","Glyceria canadensis",1
"Allen","Glyceria septentrionalis",1
"Allen","Glyceria striata",1
"Allen","Gratiola neglecta",1
"Allen","Hackelia virginiana",1
"Allen","Hamamelis virginiana",2
"Allen","Hedeoma pulegioides",1
"Allen","Helenium autumnale",1
"Allen","Helianthus decapetalus",1
"Allen","Helianthus divaricatus",1
"Allen","Helianthus giganteus",3
"Allen","Helianthus tuberosus",1
"Allen","Heliopsis helianthoides",1
"Allen","Heracleum maximum",1
"Allen","Heuchera americana",3
"Allen","Hieracium gronovii",1
"Allen","Hieracium scabrum",2
"Allen","Hordeum jubatum",1
"Allen","Houstonia longifolia",1
"Allen","Huperzia lucidula",1
"Allen","Hydrastis canadensis",1
"Allen","Hydrocotyle umbellata",1
"Allen","Hydrophyllum appendiculatum",2
"Allen","Hydrophyllum canadense",1
"Allen","Hydrophyllum macrophyllum",1
"Allen","Hydrophyllum virginianum",2
"Allen","Hylodesmum nudiflorum",1
"Allen","Hypericum boreale",1
"Allen","Hypericum majus",1
"Allen","Hypericum punctatum",1
"Allen","Hypericum sphaerocarpum",1
"Allen","Hypoxis hirsuta",1
"Allen","Ilex mucronata",1
"Allen","Ilex verticillata",2
"Allen","Impatiens capensis",1
"Allen","Impatiens pallida",1
"Allen","Ipomoea pandurata",1
"Allen","Iris virginica",1
"Allen","Jeffersonia diphylla",1
"Allen","Juncus anthelatus",1
"Allen","Juncus bufonius",1
"Allen","Juncus canadensis",1
"Allen","Juncus dudleyi",1
"Allen","Juncus effusus",1
"Allen","Juncus tenuis",2
"Allen","Juncus torreyi",1
"Allen","Justicia americana",1
"Allen","Krigia biflora",1
"Allen","Lactuca biennis",1
"Allen","Lactuca canadensis",1
"Allen","Lactuca floridana",1
"Allen","Laportea canadensis",1
"Allen","Larix laricina",1
"Allen","Lathyrus palustris",1
"Allen","Lechea mucronata",1
"Allen","Leersia oryzoides",2
"Allen","Lemna trisulca",1
"Allen","Lespedeza capitata",2
"Allen","Lespedeza frutescens",1
"Allen","Lespedeza hirta",2
"Allen","Lespedeza virginica",1
"Allen","Leucanthemum vulgare",1
"Allen","Liatris scariosa",2
"Allen","Liatris spicata",1
"Allen","Lilium philadelphicum",1
"Allen","Lindera benzoin",1
"Allen","Lindernia dubia",2
"Allen","Linum virginianum",1
"Allen","Liparis loeselii",1
"Allen","Lobelia cardinalis",1
"Allen","Lobelia inflata",1
"Allen","Lobelia siphilitica",1
"Allen","Lobelia spicata",1
"Allen","Ludwigia alternifolia",1
"Allen","Ludwigia palustris",1
"Allen","Luzula multiflora",1
"Allen","Lycopus americanus",2
"Allen","Lycopus uniflorus",2
"Allen","Lysimachia borealis",2
"Allen","Lysimachia ciliata",1
"Allen","Lysimachia lanceolata",1
"Allen","Lysimachia quadriflora",1
"Allen","Lysimachia terrestris",1
"Allen","Maianthemum canadense",2
"Allen","Maianthemum racemosum",1
"Allen","Maianthemum stellatum",1
"Allen","Malus coronaria",3
"Allen","Medicago sativa",1
"Allen","Menispermum canadense",1
"Allen","Mentha canadensis",2
"Allen","Micranthes pensylvanica",1
"Allen","Mimulus alatus",1
"Allen","Mimulus ringens",1
"Allen","Mitchella repens",1
"Allen","Mitella diphylla",1
"Allen","Moehringia lateriflora",1
"Allen","Monarda fistulosa",1
"Allen","Monotropa uniflora",1
"Allen","Muhlenbergia frondosa",1
"Allen","Muhlenbergia mexicana",1
"Allen","Muhlenbergia schreberi",1
"Allen","Nabalus altissimus",1
"Allen","Nabalus crepidineus",1
"Allen","Nabalus racemosus",1
"Allen","Nuphar advena",1
"Allen","Nymphaea odorata",1
"Allen","Nyssa sylvatica",2
"Allen","Oenothera biennis",1
"Allen","Oenothera gaura",2
"Allen","Oenothera villosa",1
"Allen","Osmorhiza claytonii",1
"Allen","Osmorhiza longistylis",1
"Allen","Osmunda regalis",1
"Allen","Osmundastrum cinnamomeum",1
"Allen","Ostrya virginiana",1
"Allen","Oxalis dillenii",1
"Allen","Oxalis stricta",2
"Allen","Oxypolis rigidior",1
"Allen","Packera obovata",1
"Allen","Packera plattensis",1
"Allen","Panax quinquefolius",1
"Allen","Panicum capillare",2
"Allen","Panicum dichotomiflorum",1
"Allen","Panicum flexile",1
"Allen","Panicum virgatum",1
"Allen","Paronychia fastigiata",2
"Allen","Parthenocissus inserta",1
"Allen","Parthenocissus quinquefolia",1
"Allen","Pedicularis canadensis",1
"Allen","Peltandra virginica",1
"Allen","Penstemon digitalis",1
"Allen","Penstemon hirsutus",1
"Allen","Penthorum sedoides",1
"Allen","Persicaria amphibia",2
"Allen","Persicaria arifolia",1
"Allen","Persicaria lapathifolia",1
"Allen","Persicaria pensylvanica",4
"Allen","Persicaria sagittata",1
"Allen","Persicaria virginiana",1
"Allen","Phegopteris hexagonoptera",1
"Allen","Phlox divaricata",1
"Allen","Phlox ovata",3
"Allen","Phlox pilosa",2
"Allen","Phryma leptostachya",1
"Allen","Phyla lanceolata",1
"Allen","Physalis heterophylla",1
"Allen","Physalis virginiana",1
"Allen","Physocarpus opulifolius",1
"Allen","Physostegia virginiana",2
"Allen","Phytolacca americana",1
"Allen","Pilea pumila",3
"Allen","Plantago rugelii",1
"Allen","Platanthera flava",2
"Allen","Platanthera lacera",1
"Allen","Platanthera psycodes",2
"Allen","Platanus occidentalis",1
"Allen","Poa saltuensis",1
"Allen","Polemonium reptans",1
"Allen","Polygala sanguinea",1
"Allen","Polygala senega",1
"Allen","Polygala verticillata",1
"Allen","Polygonatum biflorum",1
"Allen","Polygonatum pubescens",2
"Allen","Polygonum aviculare",1
"Allen","Polygonum erectum",1
"Allen","Polymnia canadensis",1
"Allen","Polystichum acrostichoides",1
"Allen","Pontederia cordata",1
"Allen","Populus deltoides",1
"Allen","Populus grandidentata",1
"Allen","Populus heterophylla",1
"Allen","Populus tremuloides",3
"Allen","Potamogeton foliosus",2
"Allen","Potentilla norvegica",1
"Allen","Potentilla simplex",1
"Allen","Primula meadia",1
"Allen","Prunella vulgaris",1
"Allen","Prunus americana",2
"Allen","Prunus serotina",1
"Allen","Prunus virginiana",1
"Allen","Pseudognaphalium obtusifolium",2
"Allen","Ptelea trifoliata",2
"Allen","Pteridium aquilinum",1
"Allen","Pycnanthemum pilosum",2
"Allen","Pycnanthemum virginianum",2
"Allen","Quercus alba",1
"Allen","Quercus bicolor",2
"Allen","Quercus imbricaria",1
"Allen","Quercus muehlenbergii",1
"Allen","Quercus rubra",3
"Allen","Quercus velutina",1
"Allen","Ranunculus abortivus",1
"Allen","Ranunculus ambigens",1
"Allen","Ranunculus aquatilis",1
"Allen","Ranunculus hispidus",2
"Allen","Ranunculus recurvatus",1
"Allen","Ranunculus sceleratus",1
"Allen","Ratibida pinnata",2
"Allen","Rhamnus alnifolia",1
"Allen","Rhus copallinum",1
"Allen","Rhus glabra",2
"Allen","Rhus typhina",1
"Allen","Ribes americanum",1
"Allen","Ribes cynosbati",1
"Allen","Ribes hirtellum",1
"Allen","Rorippa aquatica",1
"Allen","Rorippa palustris",2
"Allen","Rosa carolina",2
"Allen","Rosa setigera",1
"Allen","Rubus allegheniensis",4
"Allen","Rubus alumnus",2
"Allen","Rubus flagellaris",2
"Allen","Rubus frondosus",3
"Allen","Rubus heterophyllus",2
"Allen","Rubus hispidus",1
"Allen","Rubus idaeus",1
"Allen","Rubus pubescens",1
"Allen","Rubus recurvans",1
"Allen","Rubus revealii",6
"Allen","Rubus steelei",1
"Allen","Rudbeckia hirta",2
"Allen","Rudbeckia laciniata",1
"Allen","Rudbeckia triloba",1
"Allen","Ruellia strepens",1
"Allen","Rumex britannica",1
"Allen","Rumex verticillatus",1
"Allen","Sabatia angularis",1
"Allen","Sagittaria latifolia",1
"Allen","Salix bebbiana",2
"Allen","Salix discolor",2
"Allen","Salix humilis",1
"Allen","Salix interior",1
"Allen","Salix lucida",3
"Allen","Salix nigra",1
"Allen","Salix petiolaris",1
"Allen","Salix sericea",3
"Allen","Sambucus canadensis",2
"Allen","Samolus parviflorus",1
"Allen","Sanguinaria canadensis",1
"Allen","Sanicula canadensis",1
"Allen","Sanicula marilandica",1
"Allen","Sanicula trifoliata",1
"Allen","Sarracenia purpurea",1
"Allen","Sassafras albidum",1
"Allen","Sceptridium dissectum",2
"Allen","Schizachyrium scoparium",2
"Allen","Schoenoplectus pungens",1
"Allen","Schoenoplectus tabernaemontani",1
"Allen","Scirpus atrovirens",1
"Allen","Scirpus cyperinus",5
"Allen","Scirpus pendulus",1
"Allen","Scleria triglomerata",1
"Allen","Scrophularia marilandica",2
"Allen","Scutellaria lateriflora",1
"Allen","Scutellaria nervosa",1
"Allen","Scutellaria ovata",1
"Allen","Scutellaria parvula",1
"Allen","Setaria pumila",1
"Allen","Silene antirrhina",1
"Allen","Silene latifolia",1
"Allen","Silene stellata",1
"Allen","Silene virginica",1
"Allen","Silphium asteriscus",4
"Allen","Silphium perfoliatum",1
"Allen","Sisyrinchium albidum",3
"Allen","Sium suave",1
"Allen","Smilax ecirrhata",1
"Allen","Smilax lasioneura",1
"Allen","Smilax tamnoides",1
"Allen","Solanum carolinense",1
"Allen","Solanum ptychanthum",1
"Allen","Solidago altissima",1
"Allen","Solidago caesia",1
"Allen","Solidago canadensis",1
"Allen","Solidago flexicaulis",1
"Allen","Solidago gigantea",3
"Allen","Solidago juncea",4
"Allen","Solidago nemoralis",2
"Allen","Solidago patula",1
"Allen","Solidago rigida",1
"Allen","Solidago rugosa",4
"Allen","Solidago speciosa",2
"Allen","Sorghastrum nutans",1
"Allen","Sparganium emersum",1
"Allen","Sparganium eurycarpum",1
